id, name, type, samplingRate, min, max, value, status
2,Pressão do óleo,Pressão,20,30,40,30.489138108825916,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,31.483758198786983,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.92046406440491,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,49.962136228744214,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.666313253084324,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,90.49046184863943,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.67391243305384,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.07779519757636,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.4203046635386,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.05456708697544,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.188008015669126,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,42.742040898462164,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,37.87970710533048,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.237960531928707,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.28864004486402,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.677490401145135,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,49.93306435742668,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.932329272221903,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,23.5547605747309,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,15.055547820403422,FAILED
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,74.58766918411122,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.539839571359124,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,38.146411299711616,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.786559995691949,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,35.169284203178144,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,4.983640991870418,FAILED
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,31.33809836801897,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,45.4742366772578,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.90643793846452,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.56824272167694,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.612331422057586,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,37.73270947093643,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.149790911360416,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.2686568179817,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.403883737019294,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,31.989699730050315,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.060589146270495,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.55344835711674,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.567526108443559,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,35.12293223053336,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.53808528287135,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,7.487552491426424,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,17.178268196911727,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.891939015716947,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.97626812020002,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,38.72018866420143,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,41.25645782075147,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.162976276198982,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,47.3859390446936,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.369539333803111,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,60.420377434196,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.0365295798635,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.36622167749883,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.214593924003122,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.970089584467004,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.99762028805804,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,27.670485617643358,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,40.07356360362908,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.341420927662998,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,32.084186010694346,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.41732097383874,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,16.65812566934261,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,15.071311925969042,FAILED
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.721314860122725,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.507469668763271,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,7.861431562590378,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,45.63956535641675,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.107593829999956,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.691632350222601,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,23.742173211050332,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.898058703567029,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,60.06322332285534,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,17.080275557012477,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.573634167025795,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,48.96878325879557,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,40.210052639986785,FAILED
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,79.01027958123146,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.061211917118467,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,62.90954478972668,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.978197928655302,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,24.619313367152074,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,33.19362652993388,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,38.902654187506215,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.328911354478642,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,31.725181588979865,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.536125408155367,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,94.61393798707518,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,49.407243412001584,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.227270221770429,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,59.90625817950527,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.73980625350754,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,12.072290444132005,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.941591166457048,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.202189105275846,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.6880596698727,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,62.99948987311182,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.1597318891675,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.81392084454682,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.789927212384832,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.4812719754409,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.816262043740172,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,52.76530422129127,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,62.49129762065411,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.450732308514517,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.12734844605043,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.94105498293156,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,24.321309434863252,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.799032908766672,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.87496442525874,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.97173441983226,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,93.56018899456937,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.121930649495056,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.91357861084351,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.643376392777286,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,23.21527883316134,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.184961317289165,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,21.991210163033923,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,57.170047763642344,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.315013791894849,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,46.011181028313885,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.61135718748058,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,19.219241112055045,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.82173316038902,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,29.888716380474293,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.434328557208617,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,102.6794614674914,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.42433564957818,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.545910083875334,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.427923641406117,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,57.40235448744292,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.833183499952494,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,57.39688890445562,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,33.438030648823315,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.924699641906262,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,28.5679026067058,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,38.26366637007441,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,79.64903943589248,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.41741362019032,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,62.2444766951196,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.277961082571812,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,99.065640393158,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.47042344046214,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.62770239059824,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.462647262524328,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.49026758789658,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.064664673228872,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,49.41216235635752,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,34.949063360620286,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.624037208461848,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,56.22274954277789,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.46536503972462,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,26.78104647124013,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.561634228018654,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,64.4594463109639,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.7693388980132285,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,98.97472378784849,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,35.163941785147856,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.16821700040393,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.347508163188786,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.510807672565726,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.143586723274752,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,95.14466422295503,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,27.337526010794164,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.576767169497485,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.46894564520038,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.4991265857637,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,18.64186604283671,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.0813535706002,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,56.85365261233207,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.983938779732458,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,79.65034452881842,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.186240299880296,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.2388170888301,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.820800423141362,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.663899519000296,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,47.26206958455788,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.694800032812877,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,25.796720926240198,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.21998672203594,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,25.34859461980672,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.06687867355555,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,69.08695357441024,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.244615248289538,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.920085000056574,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.759376561688654,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,30.60098095502588,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.56284821000142,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.162212642912365,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.526470480734293,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,61.98188466857398,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,108.40289425627945,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.641780390367582,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,41.42086011425626,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,40.07745444256429,FAILED
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,47.87993086747403,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.770527435102359,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,86.79797744716785,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.981624366633984,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.21022794086902,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.71224036906073,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,36.186193161553206,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.39966159748255,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,29.183595631142953,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.850354548791483,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,62.699677871645775,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,98.2613922638829,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.775084556898523,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,59.714277303497646,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.73048190059466,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,34.0542795564797,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.202018078274428,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,108.80424500099348,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.339337927106829,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.08209271445982,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.916140461253654,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,66.71378899967799,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.897271171115534,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.5607853062362,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.20494354652246,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,25.681195787926974,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,24.879222348044525,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.339064819517262,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,41.7498039176807,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.35904715112377,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.397284408359422,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.311868038573685,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,45.42301582495558,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.651696707972148,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.11177529602726,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.531051968880949,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,74.84149170233535,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.6710023217555,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,49.1064322126048,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.21476125251085,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,64.40448104237207,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,25.471431090034304,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.285302536705489,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,46.560539962991434,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.568692549085284,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,68.32875700494199,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.446820006883883,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,24.823964310355947,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.349182378239037,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,62.01646867236654,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.45609787267528,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,59.804861097701604,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.90953996907309,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,60.90762871411441,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.981200030179085,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,43.11326410779364,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,52.56642650566145,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.51573375976705,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,35.40388775660698,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,40.24029693173833,FAILED
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.376107443484926,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.771771527432005,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,67.42904034823412,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.288565287526437,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,30.419400997825612,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.510681422196072,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,35.4774109960232,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.46307793618095,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.909618672046705,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.691933685890933,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,44.45985532029533,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,23.203565454190375,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.003534352542256,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,35.006926021389255,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.281388873768925,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,49.5216478710845,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.503647072164225,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,19.790619697991282,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.72772173089658,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,43.40948897246345,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.375081290909836,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,110.6238457161907,FAILED
2,Pressão do óleo,Pressão,20,30,40,29.741187508681783,FAILED
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,59.81565456154097,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.328317803583797,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.73797022284436,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,103.90123110038972,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.674090966233771,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,19.8641961972393,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.59993527081024,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,24.948237766724205,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.067798546873737,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,99.25702765085374,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.02126149675097,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,38.31473854704595,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.239521889386548,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,7.609915768843614,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.280062994039305,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,39.81363723391207,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.91236497233012,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.51656289352438,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,70.81943154747069,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.547630532300868,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,61.94174477310463,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.62129384941923,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,33.038113347928366,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.9854932769907805,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,23.856718679467825,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.691790897502855,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.923895860904864,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.094316100579245,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,10.758300236659123,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,40.327263395466076,FAILED
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,24.183067886726874,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.452659835597835,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.352706673793673,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,63.98793209888117,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.112448308251336,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,19.68744232351963,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.062499827123006,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.90428862091186,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.30169388945015,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,110.04039378952662,FAILED
5,Nível de água do motor,Umidade,50,5,15,9.476068428269773,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.18102513224113,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.54015294357481,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,76.28628214360437,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.86156629225942,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.47613998968107,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.568623262183401,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.111802926390155,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,98.56859880348408,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.92250210426121,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,15.814905618812224,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.48770273613985,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,24.844619574709732,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.034325683492055,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,64.70205385319032,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.655081152790752,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.032037504056497,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.849356228001394,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,10.810081328596826,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.934045831526625,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,39.425458197082705,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.33279192080969,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,61.71608555406294,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,47.3033915778379,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.42491074231965,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,40.164244570218564,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.84310326229531,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,70.67536935691729,FAILED
5,Nível de água do motor,Umidade,50,5,15,14.14990267930256,SUCCESS
